title,year,age,imdb_rating_catalog_2021,rotten_tomatoes,hulu,prime_video,disney_plus,n_platforms,exclusive,imdb_ratecount_2021,hours_viewed_2023,views_2023,available_globally_ever,available_globally_always,release_date_earliest,n_seasons_aggregated,tconst,imdb_title_type,rotten_tomatoes_numeric,log_hours_viewed_2023,log_imdb_ratecount_2021
Oktoberfest: Beer & Blood,2020,Unknown,6.8,50/100,0,0,0,1,TRUE,1730,3200000,400000,TRUE,TRUE,2020-10-01,2,tt10244612,tvMiniSeries,50,14.9786616802699,7.45645455517621
Extracurricular,2020,18+,7.7,56/100,0,0,0,1,TRUE,3315,15400000,700000,TRUE,TRUE,2020-04-29,2,tt10262630,tvSeries,56,16.5498781323189,8.10651451625519
Put Your Head on My Shoulder,2019,7+,8,51/100,0,0,0,1,TRUE,1212,16400000,500000,FALSE,FALSE,,2,tt10265158,tvSeries,51,16.61279195377,7.10085190894405
My Perfect Landing,2020,Unknown,6.3,42/100,0,0,0,1,TRUE,108,20600000,1700000,FALSE,FALSE,,2,tt10268080,tvSeries,42,16.8408016823035,4.69134788222914
Outer Banks,2020,18+,7.6,79/100,0,0,0,1,TRUE,22148,865400000,14700000,TRUE,TRUE,2020-04-15,6,tt10293938,tvSeries,79,20.5787023869106,10.0055476277273
Pup Academy,2019,Unknown,6.6,44/100,0,0,0,1,TRUE,395,62300000,6600000,TRUE,TRUE,2020-02-21,4,tt10302548,tvSeries,44,17.947471999809,5.98141421125448
#blackAF,2020,18+,6.8,54/100,0,0,0,1,TRUE,4079,2500000,200000,TRUE,TRUE,2020-04-17,2,tt10311562,tvSeries,54,14.7318016898383,8.31385226739821
Someone Has to Die,2020,Unknown,6.3,54/100,0,0,0,1,TRUE,3777,1500000,300000,TRUE,TRUE,2020-10-16,2,tt10311932,tvMiniSeries,54,14.2209763327389,8.23695004806146
The Writer,2019,7+,6.6,40/100,0,0,0,1,TRUE,237,300000,,FALSE,FALSE,,1,tt10312958,tvSeries,40,12.6115410869661,5.47227067367148
I Hear You,2019,all,7.8,40/100,0,0,0,1,TRUE,431,11500000,400000,FALSE,FALSE,,2,tt10327440,tvSeries,40,16.25785768029,6.06842558824411
Alias Grace,2017,18+,7.7,79/100,0,0,0,1,TRUE,27725,19400000,2400000,TRUE,TRUE,2017-11-03,2,tt1034007,tvMiniSeries,79,16.78078367558,10.2301258800983
Miniforce X,2019,Unknown,4.3,34/100,0,1,0,2,FALSE,9,100000,,FALSE,FALSE,,1,tt10340828,tvSeries,34,11.5129354649202,2.30258509299405
All For Love,2020,7+,7,47/100,0,0,0,1,TRUE,117,68200000,600000,FALSE,FALSE,2020-06-26,2,tt10347886,tvSeries,47,18.0379551374765,4.77068462446567
Her Mother's Killer,2020,16+,7.7,46/100,0,0,0,1,TRUE,208,54100000,700000,FALSE,FALSE,2020-08-26,2,tt10348078,tvSeries,46,17.806344762301,5.34233425196481
The Queen and the Conqueror,2020,16+,6.7,52/100,0,0,0,1,TRUE,124,16400000,200000,FALSE,FALSE,2020-05-20,2,tt10348700,tvSeries,52,16.61279195377,4.8283137373023
El Final del Paraíso,2019,Unknown,5.5,51/100,0,0,0,1,TRUE,153,76400000,400000,FALSE,FALSE,,2,tt10367818,tvSeries,51,18.1514932672258,5.03695260241363
A Thousand Goodnights,2019,Unknown,,36/100,0,0,0,1,TRUE,68,900000,,FALSE,FALSE,2019-05-31,1,tt10370952,tvSeries,36,13.7101511534169,4.23410650459726
Awake: The Million Dollar Game,2019,7+,5.9,45/100,0,0,0,1,TRUE,660,4600000,400000,TRUE,TRUE,2019-06-14,2,tt10370956,tvSeries,45,15.3415670788506,6.49375383985169
Exhibit A,2019,18+,6.2,44/100,0,1,0,2,FALSE,839,1800000,300000,TRUE,TRUE,2019-06-28,2,tt10376904,tvSeries,44,14.4032977784218,6.73340189183736
Dino Girl Gauko,2019,7+,6.7,39/100,0,0,0,1,TRUE,55,2600000,400000,TRUE,FALSE,2019-11-22,4,tt10380814,tvSeries,39,14.771022387607,4.02535169073515
City of Ghosts,2021,7+,8,49/100,0,1,0,2,FALSE,159,600000,200000,TRUE,TRUE,2021-03-05,2,tt10380896,tvSeries,49,13.3046866008636,5.07517381523383
Scissor Seven,2018,7+,8.3,57/100,0,0,0,1,TRUE,190,20000000,5100000,TRUE,TRUE,2020-01-10,7,tt10384610,tvSeries,57,16.8112428815183,5.25227342804663
Next in Fashion,2020,16+,7.3,52/100,0,0,0,1,TRUE,2996,111200000,2000000,TRUE,TRUE,2020-01-29,4,tt10394770,tvSeries,52,18.5268409487736,8.00536706731666
In The Bosom of a Thorn,2019,16+,7.3,35/100,0,0,0,1,TRUE,35,500000,,FALSE,FALSE,,1,tt10397430,tvSeries,35,13.1223653774023,3.58351893845611
Designated Survivor: 60 Days,2019,Unknown,8.1,51/100,0,0,0,1,TRUE,869,9900000,200000,TRUE,TRUE,2019-07-01,2,tt10405394,tvSeries,51,16.1080454161149,6.76849321164863
Rookie Historian Goo Hae-Ryung,2019,Unknown,8.2,51/100,0,0,0,1,TRUE,1304,25100000,500000,TRUE,TRUE,2019-07-17,2,tt10406128,tvSeries,51,17.0383784439426,7.17395831975679
Family Business,2019,16+,7.4,56/100,0,0,0,1,TRUE,2601,11200000,1500000,TRUE,TRUE,2019-06-28,6,tt10423460,tvSeries,56,16.231424425551,7.86403565907245
Scams,2019,Unknown,6.3,40/100,0,0,0,1,TRUE,267,800000,100000,TRUE,TRUE,2019-07-02,2,tt10448486,tvMiniSeries,40,13.5923682566493,5.59098698051086
Unrequited Love,2019,Unknown,7.3,40/100,0,0,0,1,TRUE,177,3100000,100000,FALSE,FALSE,2019-07-16,3,tt10449632,tvSeries,40,14.946912992036,5.18178355029209
Somewhere Only We Know,2019,Unknown,7.3,41/100,0,0,0,1,TRUE,123,3000000,100000,FALSE,FALSE,,2,tt10472296,tvSeries,41,14.9141231799657,4.82028156560504
Grand Army,2020,Unknown,7.6,61/100,0,0,0,1,TRUE,4154,10800000,500000,TRUE,TRUE,2020-10-16,2,tt10473150,tvSeries,61,16.195056784687,8.33206770728955
The Naked Director,2019,18+,7.7,66/100,0,0,0,1,TRUE,4470,10100000,800000,TRUE,TRUE,2019-08-08,4,tt10477528,tvSeries,66,16.1280460808214,8.40536737623398
Kipo and the Age of Wonderbeasts,2020,7+,8.4,70/100,0,0,0,1,TRUE,3727,19100000,2200000,TRUE,TRUE,2020-01-14,6,tt10482560,tvSeries,70,16.7651989453729,8.22362717580548
Capitani,2019,Unknown,6.6,51/100,0,0,0,1,TRUE,3103,21400000,1600000,TRUE,TRUE,2021-02-11,4,tt10483610,tvSeries,51,16.8789015267211,8.04044688130311
Prank Encounters,2019,16+,5.2,48/100,0,0,0,1,TRUE,2411,5400000,800000,TRUE,TRUE,2019-10-25,4,tt10487072,tvSeries,48,15.5019096967197,7.78821155784708
The Shannara Chronicles,2016,16+,7.2,77/100,0,0,0,1,TRUE,55517,17400000,900000,FALSE,FALSE,,4,tt1051220,tvSeries,77,16.671980821656,10.9244625714771
Justice,2019,7+,5.2,37/100,0,0,0,1,TRUE,62,400000,,FALSE,FALSE,,1,tt10513300,tvSeries,37,12.899222326087,4.14313472639153
Love 101,2020,18+,7.5,61/100,0,0,0,1,TRUE,9910,16000000,1100000,TRUE,TRUE,2020-04-24,4,tt10516352,tvSeries,61,16.5880993427041,9.20140053040671
Extreme Engagement,2019,18+,5.7,38/100,0,0,0,1,TRUE,329,900000,100000,TRUE,TRUE,2019-07-12,2,tt10521644,tvSeries,38,13.7101511534169,5.79909265446053
Snabba Cash,2021,Unknown,7.6,59/100,0,0,0,1,TRUE,5996,22600000,2400000,TRUE,TRUE,2021-04-07,4,tt10540276,tvSeries,59,16.9334605084903,8.69901462316851
The Healing Powers of Dude,2020,all,6.6,48/100,0,0,0,1,TRUE,701,9500000,1100000,TRUE,TRUE,2020-01-13,2,tt10540562,tvSeries,48,16.0668024618339,6.55393340402581
The Trial,2019,Unknown,7,50/100,0,0,0,1,TRUE,2472,17800000,900000,TRUE,TRUE,2019-12-17,2,tt10549212,tvSeries,50,16.6947090714421,7.81318726752142
Age of Samurai: Battle for Japan,2021,Unknown,7.4,56/100,0,0,0,1,TRUE,3004,10100000,1100000,TRUE,TRUE,2021-02-24,2,tt10551256,tvMiniSeries,56,16.1280460808214,8.00803284696931
The Untamed,2019,16+,9,66/100,0,0,0,1,TRUE,4374,17200000,200000,FALSE,FALSE,,2,tt10554898,tvSeries,66,16.6604199999232,8.38366179879172
Teenage Bounty Hunters,2020,18+,7.7,72/100,0,0,0,1,TRUE,8918,13000000,600000,TRUE,TRUE,2020-08-14,2,tt10584608,tvSeries,72,16.3804599923489,9.09593911166621
The Legend of Bruce Lee,2008,Unknown,7,53/100,0,1,0,2,FALSE,1317,4400000,100000,FALSE,FALSE,,2,tt1059455,tvSeries,53,15.2971153261612,7.18387071506245
Levius,2019,Unknown,7,50/100,0,0,0,1,TRUE,431,1200000,100000,TRUE,TRUE,2019-11-28,2,tt10619444,tvMiniSeries,50,13.9978329480912,6.06842558824411
Zero,2021,Unknown,5.7,50/100,0,0,0,1,TRUE,940,3600000,500000,TRUE,TRUE,2021-04-21,2,tt10619486,tvSeries,50,15.0964446812041,6.84694313958538
The Legend of White Snake,2019,all,7.7,41/100,0,0,0,1,TRUE,163,4700000,100000,FALSE,FALSE,,2,tt10628250,tvSeries,41,15.3630732794462,5.0998664278242
Queen of the South,2016,16+,8,79/100,0,0,0,1,TRUE,22100,204400000,12300000,TRUE,FALSE,,10,tt1064899,tvSeries,79,19.1355894211862,10.0033781353509
Betaal,2020,18+,5.4,56/100,0,0,0,1,TRUE,8067,5000000,600000,TRUE,TRUE,2020-05-24,2,tt10651790,tvSeries,56,15.4249486703984,8.9956608990741
Masaba Masaba,2020,Unknown,6.7,46/100,0,0,0,1,TRUE,1490,2400000,300000,TRUE,TRUE,2020-08-28,4,tt10655506,tvSeries,46,14.6909797119848,7.30720231476474
The Movies That Made Us,2019,18+,7.8,75/100,0,0,0,1,TRUE,2955,8400000,900000,TRUE,TRUE,2019-11-29,6,tt10681222,tvSeries,75,15.9437423828612,7.99159228206809
"Breakfast, Lunch & Dinner",2019,18+,6.8,51/100,0,0,0,1,TRUE,909,1100000,100000,TRUE,TRUE,2019-10-23,2,tt10681670,tvSeries,51,13.9108216468591,6.8134445995109
Terrace House: Tokyo 2019-2020,2019,Unknown,7.4,47/100,0,0,0,1,TRUE,606,2900000,200000,FALSE,FALSE,2019-05-13,4,tt10686814,tvSeries,47,14.8802216397842,6.4085287910595
Dragons: Rescue Riders,2019,7+,6.1,45/100,0,0,0,1,TRUE,220,50100000,4500000,TRUE,TRUE,2019-09-27,4,tt10687134,tvSeries,45,17.7295315860152,5.39816270151775
Hello Ninja,2019,all,6.6,34/100,0,0,0,1,TRUE,88,22300000,4900000,TRUE,TRUE,2019-11-01,8,tt10687170,tvSeries,34,16.9200972812734,4.48863636973214
StarBeam,2020,all,6.9,47/100,0,0,0,1,TRUE,64,9300000,2400000,FALSE,FALSE,2020-04-03,8,tt10687184,tvSeries,47,16.0455250656504,4.17438726989564
Izzy's Koala World,2020,all,8,45/100,0,0,0,1,TRUE,151,16900000,3900000,TRUE,TRUE,2020-09-15,4,tt10687266,tvSeries,45,16.6428242390649,5.02388052084628
Emily's Wonder Lab,2020,all,8.6,44/100,0,0,0,1,TRUE,128,13500000,3200000,TRUE,TRUE,2020-08-25,2,tt10687464,tvSeries,44,16.4182003174827,4.85981240436167
Dollar,2019,18+,6.7,44/100,0,0,0,1,TRUE,537,200000,,TRUE,TRUE,2019-08-08,1,tt10687564,tvSeries,44,12.2060776455177,6.28785856016178
Basketball or Nothing,2019,7+,7.5,43/100,0,0,0,1,TRUE,506,600000,100000,TRUE,TRUE,2019-08-02,2,tt10698408,tvSeries,43,13.3046866008636,6.22851100359118
Secreto bien guardado,2019,Unknown,4.9,36/100,0,0,0,1,TRUE,156,1500000,200000,FALSE,FALSE,,2,tt10702412,tvMiniSeries,36,14.2209763327389,5.05624580534831
The Family,2019,16+,6.4,59/100,0,0,0,1,TRUE,3136,4100000,500000,TRUE,TRUE,2019-08-09,2,tt10715148,tvMiniSeries,59,15.2264977755769,8.05102220819068
Styling Hollywood,2019,16+,7.3,35/100,0,0,0,1,TRUE,307,1000000,100000,TRUE,TRUE,2019-08-30,2,tt10715202,tvSeries,35,13.8155115579638,5.73009978297357
The Big Show Show,2020,all,6.4,52/100,0,0,0,1,TRUE,2068,18400000,2600000,TRUE,TRUE,2020-04-06,2,tt10726356,tvSeries,52,16.727861276927,7.63482067774554
Happy Jail,2019,18+,8,34/100,0,0,0,1,TRUE,222,400000,100000,TRUE,TRUE,2019-08-14,2,tt10753590,tvSeries,34,12.899222326087,5.40717177146012
Tiny Pretty Things,2020,Unknown,5.9,55/100,0,0,0,1,TRUE,7809,22000000,1200000,TRUE,TRUE,2020-12-14,2,tt10767748,tvSeries,55,16.9065530567771,8.96316024283373
Alice in Borderland,2020,Unknown,7.7,67/100,0,0,0,1,TRUE,21278,310700000,8200000,TRUE,TRUE,2020-12-10,4,tt10795658,tvSeries,67,19.5543383775818,9.9654759498702
"The Mind, Explained",2019,16+,8,62/100,0,0,0,1,TRUE,4313,6500000,1400000,TRUE,TRUE,2019-09-12,4,tt10810430,tvSeries,62,15.687312888712,8.3696208269491
Ginny & Georgia,2021,16+,7.5,75/100,0,0,0,1,TRUE,33052,1098100000,13900000,TRUE,TRUE,2021-02-24,4,tt10813940,tvSeries,75,20.8168472514786,10.4058676127186
When the Camellia Blooms,2019,Unknown,8,55/100,0,0,0,1,TRUE,1689,15900000,400000,TRUE,TRUE,2019-09-18,2,tt10826064,tvSeries,55,16.5818297300835,7.43248380791712
The Club,2019,18+,6.3,50/100,0,0,0,1,TRUE,728,47800000,4700000,TRUE,TRUE,2019-11-15,5,tt10833132,tvSeries,50,17.6825362183822,6.59167373200866
Get Organized with The Home Edit,2020,Unknown,4.8,43/100,0,0,0,1,TRUE,166,15100000,1000000,TRUE,TRUE,2020-09-09,4,tt10834478,tvSeries,43,16.5302053680103,5.11799381241676
Inside Bill's Brain: Decoding Bill Gates,2019,16+,7.9,65/100,0,0,0,1,TRUE,9749,2500000,500000,TRUE,TRUE,2019-09-20,2,tt10837476,tvMiniSeries,65,14.7318016898383,9.18502256399189
My Country: The New Age,2019,Unknown,8.3,51/100,0,0,0,1,TRUE,1356,17300000,400000,TRUE,TRUE,2019-10-04,2,tt10850888,tvSeries,51,16.6662171172715,7.21303165983487
Crash Landing on You,2019,16+,8.7,71/100,0,0,0,1,TRUE,15494,231600000,5000000,TRUE,TRUE,2019-12-14,2,tt10850932,tvMiniSeries,71,19.2605223079809,9.64827267022185
LEGO Jurassic World: Legend of Isla Nublar,2019,all,6.8,45/100,0,0,0,1,TRUE,190,5700000,,FALSE,FALSE,,1,tt10872880,tvMiniSeries,45,15.5559769082434,5.25227342804663
Marianne,2019,18+,7.5,73/100,0,0,0,1,TRUE,12537,9300000,800000,TRUE,TRUE,2019-09-13,2,tt10875696,tvSeries,73,16.0455250656504,9.43651931183391
Love & Anarchy,2020,Unknown,7.4,52/100,0,0,0,1,TRUE,6534,10100000,1100000,TRUE,TRUE,2020-11-04,4,tt10888876,tvSeries,52,16.1280460808214,8.78492762605832
The Irregulars,2021,18+,5.9,63/100,0,0,0,1,TRUE,12010,17300000,1000000,TRUE,TRUE,2021-03-26,2,tt10893694,tvSeries,63,16.6662171172715,9.39357817555449
Nowhere Man,2019,18+,5.6,40/100,0,0,0,1,TRUE,298,400000,,TRUE,TRUE,2019-10-31,1,tt10895588,tvSeries,40,12.899222326087,5.70044357339069
The Lies Within,2019,Unknown,7,48/100,0,0,0,1,TRUE,243,8900000,300000,TRUE,TRUE,2019-10-12,2,tt10919902,tvSeries,48,16.0015619470619,5.4971682252932
Brews Brothers,2020,18+,5.1,49/100,0,0,0,1,TRUE,1674,400000,100000,TRUE,TRUE,2020-04-10,2,tt10930958,tvSeries,49,12.899222326087,7.42356844425917
Ricky Zoom,2019,all,6.5,39/100,0,0,0,1,TRUE,67,12000000,400000,FALSE,FALSE,,2,tt10932166,tvSeries,39,16.3004172910856,4.21950770517611
The Upshaws,2021,16+,6.9,53/100,0,0,0,1,TRUE,1552,88600000,12900000,TRUE,TRUE,2021-05-12,7,tt10945036,tvSeries,53,18.299642426862,7.34794382314869
Who Killed Malcolm X?,2019,Unknown,7.6,52/100,0,0,0,1,TRUE,1782,1300000,100000,TRUE,TRUE,2020-02-07,2,tt10948316,tvMiniSeries,52,14.0778755916622,7.48605261786314
The Gift,2019,18+,7.2,69/100,1,0,0,2,FALSE,13,24200000,1600000,TRUE,TRUE,2019-12-27,6,tt10956962,tvSeries,69,17.0018632324492,2.63905732961526
The Haunting of Bly Manor,2020,Unknown,7.4,74/100,0,0,0,1,TRUE,75839,40000000,2600000,TRUE,TRUE,2020-10-09,2,tt10970552,tvMiniSeries,74,17.5043900370782,11.2363811369289
The Crew,2021,16+,6.6,56/100,0,0,0,1,TRUE,4275,6100000,500000,TRUE,TRUE,2021-02-15,2,tt10971022,tvSeries,56,15.623799493078,8.36077327214494
Queer Eye: We're in Japan!,2019,16+,8.2,54/100,0,0,0,1,TRUE,2100,1700000,200000,TRUE,TRUE,2019-11-01,2,tt10971532,tvSeries,54,14.3461393972616,7.650168700845
Equinox,2020,18+,6.1,57/100,0,0,0,1,TRUE,5150,5600000,600000,TRUE,TRUE,2020-12-30,2,tt10973800,tvSeries,57,15.5382773342768,8.54694614956559
Living Undocumented,2019,18+,6.6,42/100,0,0,0,1,TRUE,524,900000,100000,TRUE,TRUE,2019-10-02,2,tt10977486,tvSeries,42,13.7101511534169,6.26339826259162
Nailed It! Spain,2019,Unknown,5.5,29/100,0,0,0,1,TRUE,81,600000,100000,TRUE,TRUE,2019-10-25,2,tt10981666,tvSeries,29,13.3046866008636,4.40671924726425
Criminal: Spain,2019,7+,6.9,51/100,0,0,0,1,TRUE,3605,1500000,400000,TRUE,TRUE,2019-09-20,2,tt10986050,tvMiniSeries,51,14.2209763327389,8.19035440376326
Criminal: France,2019,7+,7.2,52/100,0,0,0,1,TRUE,3505,1200000,300000,TRUE,TRUE,2019-09-20,2,tt10986052,tvMiniSeries,52,13.9978329480912,8.16223106548118
Criminal: Germany,2019,Unknown,,42/100,0,0,0,1,TRUE,4490,1800000,400000,TRUE,TRUE,2019-09-20,2,tt10986056,tvMiniSeries,42,14.4032977784218,8.40983067308774
Nailed It! France,2019,16+,6.4,37/100,0,0,0,1,TRUE,95,800000,100000,TRUE,TRUE,2019-10-25,2,tt10990804,tvSeries,37,13.5923682566493,4.56434819146784
BEASTARS,2019,18+,7.8,67/100,0,0,0,1,TRUE,6744,12800000,1400000,TRUE,TRUE,2019-10-07,4,tt11043632,tvSeries,67,16.3649558070148,8.81655676864186
Move to Heaven,2021,Unknown,8.7,62/100,0,0,0,1,TRUE,1730,33500000,1700000,TRUE,TRUE,2021-05-14,2,tt11052470,tvMiniSeries,62,17.327056026646,7.45645455517621
We Are the Wave,2019,18+,6.1,52/100,0,0,0,1,TRUE,2333,2500000,200000,TRUE,TRUE,2019-11-01,2,tt11053220,tvSeries,52,14.7318016898383,7.7553388128465
My Holo Love,2020,Unknown,7.7,48/100,0,0,0,1,TRUE,1706,28600000,1100000,TRUE,TRUE,2020-02-07,2,tt11058644,tvMiniSeries,48,17.1689173107551,7.44249272279444
Unnatural Selection,2019,Unknown,8,54/100,0,0,0,1,TRUE,1635,1300000,100000,TRUE,TRUE,2019-10-18,2,tt11063952,tvSeries,54,14.0778755916622,7.40000951716269
The Iliza Shlesinger Sketch Show,2020,18+,5,40/100,0,0,0,1,TRUE,796,200000,100000,TRUE,TRUE,2020-04-01,2,tt11092086,tvSeries,40,12.2060776455177,6.68085467879022
Katla,2021,18+,7.1,70/100,0,0,0,1,TRUE,260,12600000,800000,TRUE,TRUE,2021-06-17,2,tt11102190,tvSeries,70,16.3492074512868,5.56452040732269
Unstoppable,2020,18+,7.3,49/100,1,0,0,2,FALSE,770,2700000,300000,TRUE,TRUE,2020-02-28,2,tt11120674,tvMiniSeries,49,14.8087627013449,6.64768837356333
Kissing Game,2020,18+,6.4,52/100,0,0,0,1,TRUE,642,100000,,TRUE,TRUE,2020-07-17,1,tt11131962,tvSeries,52,11.5129354649202,6.46614472423762
Nobody's Looking,2019,18+,7.8,52/100,0,0,0,1,TRUE,1536,2200000,300000,TRUE,TRUE,2019-11-22,2,tt11131980,tvSeries,52,14.6039683728739,7.3375877435386
Dorohedoro,2020,18+,8.2,64/100,0,0,0,1,TRUE,5759,5700000,500000,TRUE,TRUE,2020-01-11,2,tt11147852,tvSeries,64,15.5559769082434,8.65869275368994
Little Singham,2018,Unknown,3.6,43/100,0,0,0,1,TRUE,55,1000000,,FALSE,FALSE,,1,tt11151836,tvSeries,43,13.8155115579638,4.02535169073515
A Little Thing Called First Love,2019,all,8,53/100,0,1,0,2,FALSE,252,10000000,200000,TRUE,TRUE,,2,tt11152058,tvSeries,53,16.1180957509583,5.53338948872752
The Disastrous Life of Saiki K.: Reawakened,2019,Unknown,7.9,51/100,0,0,0,1,TRUE,1050,4700000,1000000,TRUE,TRUE,2019-12-30,2,tt11163352,tvSeries,51,15.3630732794462,6.95749737087695
The Devil Next Door,2019,18+,7.6,70/100,0,0,0,1,TRUE,11003,7800000,1100000,TRUE,TRUE,2019-11-04,2,tt11165002,tvMiniSeries,70,15.8696344198649,9.30601412204446
Maradona in Mexico,2019,Unknown,7.2,43/100,0,0,0,1,TRUE,1000,800000,100000,TRUE,TRUE,2019-11-13,2,tt11168104,tvMiniSeries,43,13.5923682566493,6.90875477931522
Sugar Rush Christmas,2019,Unknown,6.9,45/100,0,0,0,1,TRUE,451,10400000,1500000,TRUE,TRUE,2019-11-29,4,tt11168116,tvSeries,45,16.1573164602654,6.11368217983223
Broken,2019,16+,6.9,52/100,0,0,0,1,TRUE,931,6200000,700000,TRUE,TRUE,2019-11-27,2,tt11168226,tvSeries,52,15.6400600113056,6.83733281468559
Singapore Social,2019,Unknown,5.1,31/100,0,0,0,1,TRUE,511,400000,,TRUE,TRUE,2019-11-22,1,tt11194508,tvSeries,31,12.899222326087,6.23832462503951
Narcoworld: Dope Stories,2019,Unknown,6.6,41/100,0,0,0,1,TRUE,272,3800000,600000,TRUE,TRUE,2019-11-22,2,tt11215112,tvSeries,41,15.1505118878545,5.60947179518496
No Time for Shame,2019,Unknown,5.7,29/100,0,0,0,1,TRUE,72,100000,,FALSE,FALSE,2019-11-19,1,tt11215130,tvMiniSeries,29,11.5129354649202,4.29045944114839
The King: Eternal Monarch,2020,16+,8.3,66/100,0,0,0,1,TRUE,7537,71700000,1600000,TRUE,TRUE,2020-04-17,2,tt11228748,tvSeries,66,18.0880013195169,8.92771217382708
Magical Andes,2019,Unknown,7.8,48/100,0,0,0,1,TRUE,427,3400000,700000,FALSE,FALSE,2019-10-14,4,tt11229002,tvSeries,48,15.039286283704,6.0591231955818
Itaewon Class,2020,Unknown,8.2,62/100,0,0,0,1,TRUE,7406,54200000,1300000,TRUE,TRUE,2020-01-31,2,tt11239552,tvSeries,62,17.8081914848601,8.91018077801329
Holiday Secrets,2019,16+,6.5,44/100,0,0,0,1,TRUE,963,800000,300000,TRUE,TRUE,2019-11-20,2,tt11243536,tvMiniSeries,44,13.5923682566493,6.87109129461055
Once Upon a Time in Lingjian Mountain,2019,all,7.7,43/100,0,0,0,1,TRUE,197,3700000,100000,FALSE,FALSE,,2,tt11261994,tvSeries,43,15.1238436478847,5.28826703069454
Who Killed Little Gregory?,2019,Unknown,7.4,55/100,0,0,0,1,TRUE,2408,2800000,300000,TRUE,TRUE,2019-11-20,2,tt11269714,tvMiniSeries,55,14.8451303322882,7.78696700261487
Summertime,2020,18+,5.5,57/100,1,0,0,2,FALSE,1898,12900000,900000,TRUE,TRUE,2020-04-29,6,tt11269886,tvSeries,57,16.3727379468513,7.54908271081229
My Dear Warrior,2019,Unknown,3.9,33/100,0,0,0,1,TRUE,15,200000,,TRUE,TRUE,,1,tt11281912,tvSeries,33,12.2060776455177,2.77258872223978
Ethos,2020,Unknown,8.6,63/100,0,0,0,1,TRUE,22952,2100000,200000,TRUE,TRUE,2020-11-12,2,tt11301642,tvSeries,63,14.557448378884,10.0412039259
Crazy Delicious,2020,7+,6.7,52/100,0,0,0,1,TRUE,725,4000000,400000,TRUE,TRUE,2020-06-24,2,tt11301834,tvSeries,52,15.2018051690841,6.5875500148248
The Confession Killer,2019,16+,7.4,68/100,0,0,0,1,TRUE,7327,4500000,500000,TRUE,TRUE,2019-12-06,2,tt11307176,tvMiniSeries,68,15.3195881769627,8.89945790635397
Big Time Rush,2009,all,6.4,63/100,1,1,0,3,FALSE,10616,10100000,100000,FALSE,FALSE,,5,tt1131746,tvSeries,63,16.1280460808214,9.27021176901357
Don't F**k with Cats: Hunting an Internet Killer,2019,18+,8,74/100,0,0,0,1,TRUE,41656,7000000,1100000,TRUE,TRUE,2019-12-18,2,tt11318602,tvMiniSeries,74,15.7614208498767,10.6372247007002
Caliphate,2020,18+,8.2,68/100,0,0,0,1,TRUE,14771,11200000,1000000,TRUE,TRUE,2020-03-18,2,tt11398870,tvSeries,68,16.231424425551,9.60048877597245
Yanxi Palace: Princess Adventures,2019,Unknown,5.8,38/100,0,0,0,1,TRUE,225,2100000,200000,TRUE,TRUE,2019-12-31,2,tt11399844,tvSeries,38,14.557448378884,5.42053499927229
Drifting Dragons,2020,Unknown,6,45/100,0,0,0,1,TRUE,471,1700000,200000,TRUE,FALSE,2020-01-08,2,tt11418344,tvSeries,45,14.3461393972616,6.15697898558556
Cheer,2020,16+,8.1,70/100,0,0,0,1,TRUE,4190,10100000,600000,TRUE,TRUE,2020-01-08,4,tt11426660,tvSeries,70,16.1280460808214,8.34069464792507
Little Baby Bum: Nursery Rhyme Friends,2016,all,6.7,36/100,0,0,0,1,TRUE,26,78600000,8400000,TRUE,TRUE,,4,tt11460334,tvSeries,36,18.1798822701221,3.29583686600433
Nailed It! Germany,2020,Unknown,5.8,35/100,0,0,0,1,TRUE,84,200000,,TRUE,TRUE,2020-01-17,1,tt11460744,tvSeries,35,12.2060776455177,4.44265125649032
Killer Inside: The Mind of Aaron Hernandez,2020,18+,7.4,67/100,0,0,0,1,TRUE,14367,9800000,1600000,TRUE,TRUE,2020-01-15,2,tt11475228,tvMiniSeries,67,16.0978930456816,9.57275879054198
Pandemic: How to Prevent an Outbreak,2020,16+,6.4,50/100,0,0,0,1,TRUE,2583,800000,100000,TRUE,TRUE,2020-01-22,2,tt11497904,tvMiniSeries,50,13.5923682566493,7.85709386490249
Night on Earth,2020,7+,8.2,60/100,0,0,0,1,TRUE,3586,13100000,1300000,TRUE,TRUE,2020-01-29,2,tt11497922,tvMiniSeries,60,16.3881228645073,8.18507147753228
Valentino,2020,Unknown,5.5,40/100,0,0,0,1,TRUE,169,500000,,FALSE,FALSE,,1,tt11508212,tvSeries,40,13.1223653774023,5.13579843705026
Bangkok Buddies,2019,all,6.8,29/100,0,0,0,1,TRUE,13,100000,,TRUE,TRUE,,1,tt11513508,tvSeries,29,11.5129354649202,2.63905732961526
Hyena,2020,Unknown,7.8,47/100,0,0,0,1,TRUE,576,8100000,200000,TRUE,TRUE,2020-02-21,2,tt11534164,tvSeries,47,15.9073747430995,6.3578422665081
Handsome Siblings,2020,Unknown,8.2,49/100,0,0,0,1,TRUE,486,12900000,200000,FALSE,FALSE,2020-01-16,2,tt11541444,tvSeries,49,16.3727379468513,6.18826412308259
Omniscient,2020,18+,6.4,53/100,0,0,0,1,TRUE,1742,2200000,200000,TRUE,TRUE,2020-01-29,2,tt11542920,tvSeries,53,14.6039683728739,7.46336304552002
